perspect0,perspect1,class,confidence
2,2,2,"[1.9441358973986875, 98.05586410260149]"
2,2,2,"[1.94390019105178, 98.05609980894815]"
2,2,2,"[1.944198594565509, 98.05580140543468]"
2,2,2,"[1.9439567088646243, 98.05604329113518]"
2,2,2,"[1.9442613637214943, 98.05573863627859]"
2,2,2,"[1.9440132930913507, 98.05598670690857]"
2,2,2,"[1.944324204887665, 98.05567579511246]"
2,2,2,"[1.944069943749676, 98.05593005625025]"
2,2,2,"[1.9443871180850623, 98.05561288191512]"
2,2,2,"[1.9441266608573389, 98.05587333914255]"
2,2,2,"[1.9342041097701579, 98.06579589022996]"
2,2,2,"[1.9349720329377684, 98.06502796706204]"
2,2,2,"[1.9390168171516295, 98.06098318284825]"
2,2,2,"[1.9444501033347565, 98.0555498966653]"
2,2,2,"[1.9441834444321069, 98.05581655556779]"
2,2,2,"[1.9445131606578463, 98.05548683934234]"
2,2,2,"[1.944240294491754, 98.05575970550814]"
2,2,2,"[1.9445762900754437, 98.0554237099248]"
2,2,2,"[1.9442972110540946, 98.05570278894572]"
2,2,2,"[1.9446394916087026, 98.05536050839149]"
2,2,2,"[1.944354194136949, 98.0556458058629]"
2,2,2,"[1.9447027652787927, 98.05529723472134]"
2,2,2,"[1.9444112437581755, 98.0555887562416]"
2,2,2,"[1.9447661111069077, 98.05523388889316]"
2,2,2,"[1.9444683599356412, 98.0555316400642]"
2,2,2,"[1.9448295291142705, 98.05517047088586]"
2,2,2,"[1.9445255426872354, 98.05547445731264]"
2,2,2,"[1.9448930193221283, 98.05510698067809]"
2,2,2,"[1.9445827920308807, 98.05541720796893]"
2,2,2,"[1.9449565817517582, 98.0550434182484]"
2,2,2,"[1.9446401079845084, 98.05535989201536]"
2,2,2,"[1.9450202164244597, 98.05497978357562]"
2,2,2,"[1.9446974905660745, 98.05530250943377]"
2,2,2,"[1.9342544411784126, 98.06574555882165]"
2,2,2,"[1.9350171180850717, 98.06498288191472]"
2,2,2,"[1.945083923361552, 98.05491607663866]"
2,2,2,"[1.9447549397935675, 98.05524506020632]"
2,2,2,"[1.9451477025843864, 98.05485229741583]"
2,2,2,"[1.9448124556849884, 98.05518754431493]"
2,2,2,"[1.9452115541143433, 98.05478844588586]"
2,2,2,"[1.9448700382583526, 98.05512996174144]"
2,2,2,"[1.945275477972817, 98.05472452202739]"
2,2,2,"[1.9449276875317199, 98.05507231246821]"
2,2,2,"[1.9453394741812393, 98.05466052581897]"
2,2,2,"[1.9449854035231489, 98.05501459647664]"
2,2,2,"[1.9454035427610608, 98.05459645723913]"
2,2,2,"[1.9450431862507371, 98.05495681374909]"
2,2,2,"[1.9454676837337566, 98.05453231626635]"
2,2,2,"[1.9451010357325937, 98.05489896426718]"
2,2,2,"[1.9455318971208377, 98.05446810287937]"
2,2,2,"[1.9451589519868526, 98.05484104801306]"
2,2,2,"[1.9455961829438253, 98.05440381705633]"
2,2,2,"[1.9452169350316693, 98.05478306496822]"
2,2,2,"[1.9456605412242816, 98.05433945877593]"
2,2,2,"[1.9452749848852204, 98.0547250151146]"
2,2,2,"[1.9343048412626929, 98.0656951587375]"
2,2,2,"[1.9350622668597377, 98.06493773314018]"
2,2,2,"[1.9457249719837821, 98.05427502801635]"
2,2,2,"[1.9453331015657165, 98.05466689843419]"
2,2,2,"[1.9457894752439326, 98.05421052475627]"
2,2,2,"[1.9453912850913677, 98.05460871490847]"
2,2,2,"[1.945854051026369, 98.05414594897371]"
2,2,2,"[1.945449535480423, 98.0545504645194]"
2,2,2,"[1.9459186993527515, 98.05408130064734]"
2,2,2,"[1.9455078527511527, 98.0544921472488]"
2,2,2,"[1.945983420244753, 98.05401657975536]"
2,2,2,"[1.9455662369218394, 98.0544337630781]"
2,2,2,"[1.9460482137240962, 98.05395178627609]"
2,2,2,"[1.945624688010795, 98.05437531198913]"
2,2,2,"[1.9461130798125041, 98.05388692018772]"
2,2,2,"[1.945683206036356, 98.05431679396354]"
2,2,2,"[1.9461780185317412, 98.05382198146842]"
2,2,2,"[1.9457417910168686, 98.05425820898293]"
2,2,2,"[1.9462430299036, 98.05375697009652]"
2,2,2,"[1.9458004429707223, 98.05419955702912]"
2,2,2,"[1.946308113949881, 98.05369188605022]"
2,2,2,"[1.9458591619163057, 98.05414083808358]"
2,2,2,"[1.934355310039703, 98.0656446899605]"
2,2,2,"[1.9351074792757723, 98.06489252072406]"
2,2,2,"[1.946373270692436, 98.05362672930768]"
2,2,2,"[1.9459179478720425, 98.05408205212775]"
2,2,2,"[1.946438500153116, 98.05356149984709]"
2,2,2,"[1.9459768008563767, 98.05402319914346]"
2,2,2,"[1.946503802353818, 98.05349619764627]"
2,2,2,"[1.9460357208877725, 98.05396427911217]"
2,2,2,"[1.9465691773164586, 98.05343082268371]"
2,2,2,"[1.9460947079847144, 98.05390529201512]"
2,2,2,"[1.9466346250629742, 98.0533653749371]"
2,2,2,"[1.946153762165722, 98.0538462378342]"
2,2,2,"[1.9467001456153334, 98.05329985438479]"
2,2,2,"[1.946212883449312, 98.05378711655061]"
2,2,2,"[1.9467657389955315, 98.0532342610046]"
2,2,2,"[1.9462720718540512, 98.05372792814588]"
2,2,2,"[1.9468314052255833, 98.05316859477453]"
2,2,2,"[1.946331327398509, 98.05366867260142]"
2,2,2,"[1.9468971443275405, 98.05310285567256]"
2,2,2,"[1.9463906501012782, 98.05360934989855]"
2,2,2,"[1.9469629563234658, 98.05303704367674]"
2,2,2,"[1.9464500399809905, 98.0535499600189]"
2,2,2,"[1.9344058475261823, 98.065594152474]"
2,2,2,"[1.9351527553472012, 98.06484724465264]"
2,2,2,"[1.9470288412354577, 98.05297115876468]"
2,2,2,"[1.9465094970562875, 98.05349050294359]"
2,2,2,"[1.947094799085644, 98.05290520091458]"
2,2,2,"[1.9465690213458227, 98.05343097865405]"
2,2,2,"[1.9471608298961642, 98.05283917010391]"
2,2,2,"[1.946628612868291, 98.05337138713159]"
2,2,2,"[1.9472269336892039, 98.05277306631103]"
2,2,2,"[1.9466882716424037, 98.05331172835751]"
2,2,2,"[1.9472931104869522, 98.05270688951323]"
2,2,2,"[1.9467479976868813, 98.05325200231292]"
2,2,2,"[1.9473593603116415, 98.05264063968853]"
2,2,2,"[1.946807791020491, 98.05319220897943]"
2,2,2,"[1.9474256831855241, 98.05257431681459]"
2,2,2,"[1.9468676516619987, 98.05313234833781]"
2,2,2,"[1.9474920791308779, 98.05250792086922]"
2,2,2,"[1.9469275796302075, 98.05307242036957]"
2,2,2,"[1.9475585481700064, 98.05244145183009]"
2,2,2,"[1.946987574943937, 98.05301242505595]"
2,2,2,"[1.9476250903252401, 98.05237490967485]"
2,2,2,"[1.9470476376220247, 98.05295236237791]"
2,2,2,"[1.9344564537388762, 98.06554354626121]"
2,2,2,"[1.9351980950880783, 98.0648019049117]"
2,2,2,"[1.9476917056189311, 98.05230829438116]"
2,2,2,"[1.94710776768334, 98.05289223231655]"
2,2,2,"[1.9477583940734686, 98.05224160592668]"
2,2,2,"[1.947167965146774, 98.05283203485301]"
2,2,2,"[1.9478251557112616, 98.05217484428888]"
2,2,2,"[1.947228230031226, 98.05277176996856]"
2,2,2,"[1.9478919905547398, 98.05210800944545]"
2,2,2,"[1.9472885623556369, 98.05271143764416]"
2,2,2,"[1.9479588986263625, 98.05204110137382]"
2,2,2,"[1.9473489621389592, 98.05265103786091]"
2,2,2,"[1.9537654836792684, 98.0462345163207]"
2,2,2,"[1.9345071286945736, 98.06549287130548]"
2,2,2,"[1.935243498512476, 98.06475650148738]"
2,2,2,"[1.9345578724100703, 98.06544212758999]"
2,2,2,"[1.935288965634482, 98.06471103436529]"
2,2,2,"[1.9346086849021926, 98.06539131509793]"
2,2,2,"[1.9353344964682075, 98.06466550353173]"
2,2,2,"[1.9346595661877926, 98.06534043381228]"
2,2,2,"[1.9353800910277834, 98.0646199089721]"
2,2,2,"[1.9347105162837486, 98.06528948371644]"
2,2,2,"[1.935425749327361, 98.06457425067242]"
2,2,2,"[1.939066024205876, 98.06093397579401]"
2,2,2,"[1.9347615352069423, 98.06523846479323]"
2,2,2,"[1.9354714713811185, 98.06452852861878]"
2,2,2,"[1.9348126229743121, 98.06518737702584]"
2,2,2,"[1.93551725720324, 98.0644827427966]"
2,2,2,"[1.9348637796027894, 98.06513622039742]"
2,2,2,"[1.9355631068079493, 98.06443689319187]"
2,2,2,"[1.9349150051093489, 98.06508499489087]"
2,2,2,"[1.9356090202094678, 98.06439097979035]"
2,2,2,"[1.9349662995109782, 98.06503370048915]"
2,2,2,"[1.9356549974220632, 98.06434500257785]"
2,2,2,"[1.9350176628247018, 98.06498233717545]"
2,2,2,"[1.9357010384600022, 98.06429896153995]"
2,2,2,"[1.9350690950675493, 98.06493090493264]"
2,2,2,"[1.9357471433375815, 98.06425285666225]"
2,2,2,"[1.9351205962565914, 98.06487940374353]"
2,2,2,"[1.9357933120691158, 98.06420668793074]"
2,2,2,"[1.9351721664089119, 98.0648278335913]"
2,2,2,"[1.9358395446689407, 98.06416045533084]"
2,2,2,"[1.935223805541621, 98.06477619445846]"
2,2,2,"[1.935885841151419, 98.0641141588485]"
2,2,2,"[1.939115299791003, 98.060884700209]"
2,2,2,"[1.9352755136718534, 98.0647244863282]"
2,2,2,"[1.9359322015309264, 98.06406779846897]"
2,2,2,"[1.9353272908167667, 98.06467270918333]"
2,2,2,"[1.9359786258218536, 98.06402137417807]"
2,2,2,"[1.9353791369935485, 98.06462086300654]"
2,2,2,"[1.9360251140386264, 98.0639748859612]"
2,2,2,"[1.9354310522193985, 98.06456894778066]"
2,2,2,"[1.936071666195684, 98.06392833380417]"
2,2,2,"[1.9354830365115476, 98.06451696348853]"
2,2,2,"[1.936118282307477, 98.0638817176924]"
2,2,2,"[1.9355350898872548, 98.06446491011297]"
2,2,2,"[1.9361649623884962, 98.06383503761134]"
2,2,2,"[1.9355872123637927, 98.06441278763634]"
2,2,2,"[1.9362117064532418, 98.06378829354657]"
2,2,2,"[1.9356394039584626, 98.06436059604161]"
2,2,2,"[1.9362585145162263, 98.06374148548355]"
2,2,2,"[1.9356916646885938, 98.06430833531164]"
2,2,2,"[1.9363053865919975, 98.06369461340789]"
2,2,2,"[1.935743994571525, 98.06425600542855]"
2,2,2,"[1.936352322695118, 98.06364767730466]"
2,2,2,"[1.9391646439233319, 98.06083535607658]"
2,2,2,"[1.9357963936246485, 98.06420360637557]"
2,2,2,"[1.9363993228401686, 98.06360067715968]"
2,2,2,"[1.9358488618653413, 98.0641511381348]"
2,2,2,"[1.9364463870417559, 98.06355361295817]"
2,2,2,"[1.9359013993110359, 98.06409860068914]"
2,2,2,"[1.9364935153145024, 98.06350648468542]"
2,2,2,"[1.935954005979174, 98.064045994021]"
2,2,2,"[1.936540707673052, 98.06345929232685]"
2,2,2,"[1.936006681887224, 98.06399331811294]"
2,2,2,"[1.9365879641320696, 98.06341203586774]"
2,2,2,"[1.9360594270526779, 98.06394057294742]"
2,2,2,"[1.936635284706247, 98.06336471529369]"
2,2,2,"[1.9361122414930567, 98.0638877585071]"
2,2,2,"[1.9366826694102817, 98.06331733058961]"
2,2,2,"[1.9361651252258958, 98.06383487477433]"
2,2,2,"[1.9367301182589116, 98.06326988174095]"
2,2,2,"[1.936218078268757, 98.06378192173139]"
2,2,2,"[1.936777631266875, 98.06322236873297]"
2,2,2,"[1.9362711006392372, 98.06372889936098]"
2,2,2,"[1.9368252084489486, 98.06317479155092]"
2,2,2,"[1.9335066717371516, 98.06649332826292]"
2,2,2,"[1.934347513951662, 98.06565248604815]"
2,2,2,"[1.9363241923549412, 98.06367580764524]"
2,2,2,"[1.9368728498199168, 98.0631271501799]"
2,2,2,"[1.9363773534335134, 98.06362264656664]"
2,2,2,"[1.9369205553945883, 98.06307944460536]"
2,2,2,"[1.9364305838926072, 98.06356941610753]"
2,2,2,"[1.9369683251877992, 98.06303167481201]"
2,2,2,"[1.9364838837499077, 98.0635161162502]"
2,2,2,"[1.9370161592144024, 98.0629838407855]"
2,2,2,"[1.9365372530231277, 98.063462746977]"
2,2,2,"[1.937064057489261, 98.06293594251053]"
2,2,2,"[1.93659069173, 98.06340930827021]"
2,2,2,"[1.9371120200272742, 98.06288797997257]"
2,2,2,"[1.9366441998882762, 98.06335580011184]"
2,2,2,"[1.9371600468433576, 98.06283995315653]"
2,2,2,"[1.9366977775157357, 98.06330222248437]"
2,2,2,"[1.9372081379524375, 98.0627918620475]"
2,2,2,"[1.9367514246301867, 98.06324857536994]"
2,2,2,"[1.9372562933694781, 98.06274370663039]"
2,2,2,"[1.9368051412494598, 98.0631948587507]"
2,2,2,"[1.9373045131094493, 98.06269548689048]"
2,2,2,"[1.9335560434221426, 98.06644395657804]"
2,2,2,"[1.9343917097754741, 98.0656082902243]"
2,2,2,"[1.9368589273914076, 98.06314107260883]"
2,2,2,"[1.9373527971873488, 98.06264720281247]"
2,2,2,"[1.9369127830739012, 98.06308721692625]"
2,2,2,"[1.9374011456181954, 98.06259885438166]"
2,2,2,"[1.936966708314846, 98.06303329168529]"
2,2,2,"[1.9374495584170244, 98.06255044158281]"
2,2,2,"[1.9370207031321662, 98.06297929686795]"
2,2,2,"[1.9374980355988964, 98.06250196440098]"
2,2,2,"[1.9370747675438116, 98.06292523245637]"
2,2,2,"[1.9375465771788951, 98.06245342282091]"
2,2,2,"[1.9371289015677506, 98.06287109843234]"
2,2,2,"[1.9375951831721105, 98.06240481682772]"
2,2,2,"[1.9371831052219894, 98.06281689477817]"
2,2,2,"[1.937643853593675, 98.06235614640613]"
2,2,2,"[1.9372373785245425, 98.06276262147568]"
2,2,2,"[1.937692588458725, 98.06230741154107]"
2,2,2,"[1.9372917214934602, 98.06270827850668]"
2,2,2,"[1.937741387782424, 98.06225861221745]"
2,2,2,"[1.9373461341468066, 98.06265386585329]"
2,2,2,"[1.937790251579953, 98.06220974841983]"
2,2,2,"[1.933605483551728, 98.06639451644841]"
2,2,2,"[1.9344359690326653, 98.06556403096727]"
2,2,2,"[1.9374006165026851, 98.06259938349748]"
2,2,2,"[1.9378391798665215, 98.06216082013333]"
2,2,2,"[1.9374551685792043, 98.06254483142092]"
2,2,2,"[1.9378881726573487, 98.06211182734249]"
2,2,2,"[1.9375097903945082, 98.06249020960556]"
2,2,2,"[1.937937229967691, 98.06206277003224]"
2,2,2,"[1.9375644819667692, 98.06243551803334]"
2,2,2,"[1.9379863518128002, 98.06201364818699]"
2,2,2,"[1.9376192433141761, 98.06238075668594]"
2,2,2,"[1.9380355382079775, 98.06196446179182]"
2,2,2,"[1.9376740744549377, 98.06232592554514]"
2,2,2,"[1.9380847891685216, 98.0619152108313]"
2,2,2,"[1.9377289754073, 98.06227102459292]"
2,2,2,"[1.9381341047097713, 98.06186589529017]"
2,2,2,"[1.9377839461895252, 98.06221605381054]"
2,2,2,"[1.9381834848470723, 98.06181651515283]"
2,2,2,"[1.9378389868199002, 98.06216101318017]"
2,2,2,"[1.9382329295957923, 98.06176707040404]"
2,2,2,"[1.937894097316736, 98.06210590268344]"
2,2,2,"[1.938282438971334, 98.06171756102853]"
2,2,2,"[1.9336549921422885, 98.0663450078579]"
2,2,2,"[1.9344802917369475, 98.06551970826285]"
2,2,2,"[1.9379492776983729, 98.06205072230179]"
2,2,2,"[1.9383320129890975, 98.06166798701068]"
2,2,2,"[1.938004527983165, 98.06199547201702]"
2,2,2,"[1.9383816516645234, 98.06161834833529]"
2,2,2,"[1.9380598481895037, 98.0619401518106]"
2,2,2,"[1.9384313550130727, 98.06156864498686]"
2,2,2,"[1.9381152383357942, 98.06188476166432]"
2,2,2,"[1.93848112305021, 98.06151887694966]"
2,2,2,"[1.9381706984404687, 98.06182930155964]"
2,2,2,"[1.938530955791434, 98.06146904420845]"
2,2,2,"[1.9382262285219902, 98.06177377147817]"
2,2,2,"[1.9385808532522684, 98.06141914674757]"
2,2,2,"[1.9382818285988381, 98.06171817140122]"
2,2,2,"[1.9386308154482488, 98.06136918455165]"
2,2,2,"[1.938337498689516, 98.0616625013106]"
2,2,2,"[1.9386808423949358, 98.06131915760488]"
2,2,2,"[1.9383932388125569, 98.06160676118755]"
2,2,2,"[1.9387309341079064, 98.06126906589202]"
2,2,2,"[1.9384490489865205, 98.06155095101356]"
2,2,2,"[1.9387810906027636, 98.06121890939711]"
2,2,2,"[1.933704569210218, 98.06629543078989]"
2,2,2,"[1.9345246779020653, 98.06547532209785]"
2,2,2,"[1.9538326870276026, 98.04616731297227]"
2,2,2,"[1.9551724054706816, 98.04482759452942]"
2,2,2,"[1.9538676610260928, 98.0461323389737]"
2,2,2,"[1.9552469812910682, 98.044753018709]"
2,2,2,"[1.9539351148295334, 98.04606488517024]"
2,2,2,"[1.9553216328203216, 98.04467836717976]"
2,2,2,"[1.9540026381869264, 98.04599736181294]"
2,2,2,"[1.955396360083707, 98.04460363991637]"
2,2,2,"[1.9540702311196305, 98.04592976888017]"
2,2,2,"[1.955471163106526, 98.04452883689356]"
2,2,2,"[1.9541378936490164, 98.04586210635078]"
2,2,2,"[1.9555460419140998, 98.0444539580861]"
2,2,2,"[1.954205625796488, 98.04579437420331]"
2,2,2,"[1.955620996531779, 98.04437900346832]"
2,2,2,"[1.9542734275834759, 98.04572657241647]"
2,2,2,"[1.9556960269849488, 98.04430397301515]"
2,2,2,"[1.9543412990314215, 98.04565870096842]"
2,2,2,"[1.9557711332990118, 98.0442288667011]"
2,2,2,"[1.9544092401617918, 98.04559075983803]"
2,2,2,"[1.9558463154994064, 98.0441536845008]"
2,2,2,"[1.9544772509960928, 98.04552274900371]"
2,2,2,"[1.9487675154926207, 98.05123248450758]"
2,2,2,"[1.9480790282635505, 98.05192097173635]"
2,2,2,"[1.955921573611589, 98.04407842638855]"
2,2,2,"[1.9545453315558392, 98.04545466844408]"
2,2,2,"[1.9559969076610515, 98.04400309233912]"
2,2,2,"[1.9546134818625713, 98.0453865181372]"
2,2,2,"[1.9560723176733164, 98.04392768232688]"
2,2,2,"[1.9546817019378517, 98.04531829806193]"
2,2,2,"[1.9561478036739195, 98.04385219632621]"
2,2,2,"[1.9547499918032731, 98.04525000819663]"
2,2,2,"[1.9562233656884427, 98.04377663431166]"
2,2,2,"[1.9548183514804514, 98.04518164851947]"
2,2,2,"[1.9562990037424801, 98.04370099625763]"
2,2,2,"[1.9548867809910118, 98.04511321900881]"
2,2,2,"[1.9563747178616637, 98.04362528213846]"
2,2,2,"[1.9549552803566228, 98.04504471964317]"
2,2,2,"[1.9564505080716468, 98.04354949192856]"
2,2,2,"[1.9550238495989678, 98.04497615040093]"
2,2,2,"[1.9565263743981047, 98.04347362560196]"
2,2,2,"[1.9550924887397496, 98.04490751126008]"
2,2,2,"[1.9566023168667621, 98.04339768313339]"
2,2,2,"[1.955161197800698, 98.04483880219914]"
2,2,2,"[1.9488353775859526, 98.0511646224142]"
2,2,2,"[1.9481403067476921, 98.05185969325217]"
2,2,2,"[1.9566783355033461, 98.04332166449689]"
2,2,2,"[1.955229976803568, 98.0447700231963]"
2,2,2,"[1.9567544303336286, 98.04324556966647]"
2,2,2,"[1.9552988257701422, 98.04470117422977]"
2,2,2,"[1.9568306013834038, 98.0431693986167]"
2,2,2,"[1.9553677447222118, 98.04463225527769]"
2,2,2,"[1.9569068486784866, 98.04309315132163]"
2,2,2,"[1.9554367336816094, 98.04456326631825]"
2,2,2,"[1.9569831722447335, 98.04301682775545]"
2,2,2,"[1.9555057926701798, 98.04449420732966]"
2,2,2,"[1.9570595721080228, 98.04294042789219]"
2,2,2,"[1.955574921709791, 98.04442507829009]"
2,2,2,"[1.9571360482942475, 98.0428639517059]"
2,2,2,"[1.9556441208223483, 98.04435587917752]"
2,2,2,"[1.9572126008293504, 98.04278739917079]"
2,2,2,"[1.9557133900297639, 98.04428660997019]"
2,2,2,"[1.9572892297392919, 98.0427107702609]"
2,2,2,"[1.9557827293539818, 98.04421727064587]"
2,2,2,"[1.9573659350500539, 98.04263406495005]"
2,2,2,"[1.955852138816975, 98.04414786118298]"
2,2,2,"[1.9489033132246338, 98.05109668677554]"
2,2,2,"[1.9482016529584527, 98.05179834704131]"
2,2,2,"[1.957442716787655, 98.04255728321252]"
2,2,2,"[1.9559216184407213, 98.04407838155913]"
2,2,2,"[1.9575195749781424, 98.04248042502192]"
2,2,2,"[1.9559911682472475, 98.04400883175254]"
2,2,2,"[1.9575965096475845, 98.04240349035254]"
2,2,2,"[1.9560607882585792, 98.04393921174119]"
2,2,2,"[1.9576735208220826, 98.04232647917803]"
2,2,2,"[1.956130478496792, 98.04386952150313]"
2,2,2,"[1.9577506085277618, 98.04224939147241]"
2,2,2,"[1.9562002389839592, 98.04379976101598]"
2,2,2,"[1.9578277727907798, 98.04217222720939]"
2,2,2,"[1.9562700697421935, 98.0437299302576]"
2,2,2,"[1.957905013637316, 98.04209498636286]"
2,2,2,"[1.9563399707936315, 98.0436600292062]"
2,2,2,"[1.9579823310935842, 98.04201766890664]"
2,2,2,"[1.9564099421604237, 98.0435900578394]"
2,2,2,"[1.9580597251858232, 98.04194027481427]"
2,2,2,"[1.9564799838647566, 98.04352001613503]"
2,2,2,"[1.958137195940299, 98.04186280405978]"
2,2,2,"[1.956550095928829, 98.04344990407098]"
2,2,2,"[1.9489713224315004, 98.05102867756872]"
2,2,2,"[1.9482630669151173, 98.05173693308473]"
2,2,2,"[1.9582147433833064, 98.04178525661686]"
2,2,2,"[1.9566202783748758, 98.04337972162506]"
2,2,2,"[1.958292367541171, 98.04170763245904]"
2,2,2,"[1.9566905312251393, 98.04330946877475]"
2,2,2,"[1.9583700684402419, 98.04162993155984]"
2,2,2,"[1.9567608545018986, 98.04323914549789]"
2,2,2,"[1.9584478461069006, 98.04155215389326]"
2,2,2,"[1.9568312482274575, 98.04316875177236]"
2,2,2,"[1.9585257005675452, 98.04147429943254]"
2,2,2,"[1.9569017124241366, 98.04309828757577]"
2,2,2,"[1.9586036318486229, 98.04139636815148]"
2,2,2,"[1.956972247114288, 98.04302775288565]"
2,2,2,"[1.9586816399765876, 98.04131836002347]"
2,2,2,"[1.95704285232027, 98.04295714767963]"
2,2,2,"[1.958759724977935, 98.04124027502219]"
2,2,2,"[1.9571135280644874, 98.04288647193542]"
2,2,2,"[1.9588378868791825, 98.04116211312098]"
2,2,2,"[1.95718427436936, 98.04281572563048]"
2,2,2,"[1.9589161257068761, 98.04108387429335]"
2,2,2,"[1.9572550912573297, 98.04274490874246]"
2,2,2,"[1.9490394052294426, 98.05096059477071]"
2,2,2,"[1.9483245486370033, 98.05167545136283]"
2,2,2,"[1.9589944414875946, 98.0410055585125]"
2,2,2,"[1.9573259787508566, 98.04267402124907]"
2,2,2,"[1.9590728342479413, 98.04092716575227]"
2,2,2,"[1.9573969368724398, 98.04260306312744]"
2,2,2,"[1.9591513040145467, 98.04084869598567]"
2,2,2,"[1.9574679656445875, 98.04253203435522]"
2,2,2,"[1.9592298508140673, 98.04077014918606]"
2,2,2,"[1.9575390650898452, 98.0424609349101]"
2,2,2,"[1.9593084746731928, 98.04069152532695]"
2,2,2,"[1.9576102352307725, 98.04238976476904]"
2,2,2,"[1.9593871756186452, 98.04061282438151]"
2,2,2,"[1.9576814760899517, 98.04231852390987]"
2,2,2,"[1.959465953677161, 98.04053404632292]"
2,2,2,"[1.957752787690004, 98.04224721230995]"
2,2,2,"[1.9595448088755187, 98.04045519112469]"
